,0,1
0,401.2544727651355,0.05065901820560539
1,405.8410693578616,0.046740332565962606
2,410.4046466452289,0.043657908106714015
3,414.8934111901805,0.040462894755572514
4,419.6066139623795,0.037949253215462594
5,424.095378507331,0.035531564085632045
6,428.8983565704291,0.033516150692206
7,433.2973458244816,0.03176657548951464
8,437.78611036943306,0.030392007786997362
9,442.7237513688797,0.02875184245411273
10,447.6613923683264,0.02726519687072204
11,452.599033367773,0.025990477895928697
12,457.5366743672196,0.024762603108120812
13,462.4743153666663,0.02392410674671808
14,467.4119563661129,0.02313363895898953
15,472.3495973655596,0.02271451209237744
16,477.2872383650062,0.022579365753410293
17,482.2248793644528,0.02276400180491818
18,487.1625203638995,0.023047026497001445
19,492.10016136334616,0.02241510353357407
20,497.0378023627928,0.021520699592247703
21,501.9754433622394,0.020602388096195072
22,506.87567799047815,0.019951785284943638
23,512.2715470372219,0.019629794283191598
24,516.7883663605794,0.01915325170065523
25,521.7605363180642,0.019004176182739432
26,526.6636483594726,0.019056678869326434
27,531.3020383892558,0.020235930674708576
28,535.1025257039814,0.021946702275980202
29,538.4034940924228,0.024386408904895136
30,542.2016794766124,0.026781420951625966
31,547.2745588950415,0.027187782155794413
32,551.5014788415376,0.025712084198210458
33,554.3817694245481,0.023695932711626365
34,556.2333847993406,0.02223902146848418
35,558.68350211346,0.020364833306980634
36,560.8231465465535,0.01866453667137044
37,563.4266299826254,0.017298386152891525
38,567.0625292640361,0.016283545887533456
39,571.1024173544924,0.016346380057100984
249,574.2793791574279,0.016943959061897745
40,576.2644965811867,0.017635425536254006
41,579.3323779660136,0.018509750749168108
42,582.3243287168712,0.019393199245066616
250,584.9223946784923,0.01997953931032613
43,587.748252542021,0.020615375537980287
44,592.4689365884615,0.02229171973032599
45,596.1824394324598,0.024228358011014178
46,598.176503897357,0.026529498659427112
47,599.9801359270137,0.029443375152521472
48,601.8504544874102,0.03214180322389997
49,603.4856472859283,0.03515635070034869
50,605.2731374529357,0.03828325250420639
51,606.4888445171935,0.04191557816652367
53,607.6858483958472,0.043936008450350846
52,608.2095375927581,0.047639512930972225
54,609.6416672332903,0.05274690336019894
55,611.1022969661713,0.05846770534969009
56,612.5914267914013,0.0655761451064818
57,613.7456805315317,0.0713918617843213
58,614.6434334405219,0.07594871035718295
59,615.9900628040074,0.08164976453155486
60,617.1571415856947,0.08776731758851009
61,618.9398223621183,0.09389373180777418
62,621.8254567124443,0.10140264985614679
63,626.5137219038381,0.09909214543942842
64,629.4563564388618,0.09144054961273246
65,631.386525193191,0.08298615542571659
66,633.0024804293735,0.07555658346184893
67,634.0733713993834,0.06994849240489565
68,635.6765015940089,0.0638344377577773
69,636.8628179380319,0.05911052140178086
70,638.0747843651687,0.05421032643892048
71,639.075137606615,0.05029934232233607
72,640.2293913467454,0.04716632575061464
73,641.3515824829833,0.044049255860165656
74,642.4737736192212,0.04147724058613447
75,644.2131698803898,0.03796918728689802
76,646.214410740014,0.035155488798652317
77,647.3553050618559,0.032882462589931244
78,651.6383345651639,0.03156171184539425
79,654.7858135139453,0.03387575222997325
81,657.2866966175611,0.035998895552425365
80,657.7996982798413,0.039388881974452825
83,659.9799553445321,0.04188188560965041
82,661.1021464807699,0.04509355229588991
84,663.7704676269354,0.05020152417189927
85,665.8652244145795,0.05435299390028035
86,669.0697035480588,0.059370131792411754
87,673.7829063202578,0.06349339954735701
88,679.0197982893679,0.06540675186274257
89,683.5833755767353,0.06775710450116448
90,688.7080484322216,0.07100516181083462
91,692.747936522678,0.0754889275717285
92,694.8127682133556,0.08042041785401005
93,696.2748229508541,0.08645646036659727
94,698.3838297846726,0.09572718098345302
95,700.1543980218479,0.1040955928656442
96,701.9499038398285,0.11753027475098757
97,703.7454096578091,0.13043000539414193
98,705.5409154757897,0.1410768804632814
99,706.4386683847799,0.15306485686285468
100,707.3364212937703,0.1667246369315436
101,709.5059908238302,0.18248793177028194
102,710.4785564752362,0.20100480427389825
103,711.8251858387218,0.21210601879934468
104,712.4985005204645,0.2271621134237469
105,713.6206916567023,0.24758131098093616
106,714.7428827929402,0.2715381621078647
107,715.7902611867623,0.2953569524708021
108,716.8077144836179,0.321224125800064
109,717.4361415199112,0.3448119725532582
110,718.1094562016539,0.3675524712982715
112,718.7827708833966,0.3896202556020694
111,719.6805237923869,0.4144942846579692
113,720.3538384741296,0.45185160996176293
114,721.8607808570775,0.49063041667335006
115,722.5982207466054,0.535310921068287
116,724.6181647918336,0.5926467681546308
117,726.6701714409542,0.6548067646992313
118,730.4535587002705,0.7082308057134467
119,735.3911996997172,0.7022102991039989
120,739.2066495629258,0.6602357700497955
121,741.3014063505699,0.6105228185527621
122,742.8297238027797,0.5645589731669076
123,744.1442905623726,0.5246196283152824
124,745.2023564908254,0.4805422279664881
125,746.8054866854509,0.4433708823624919
126,747.7515546216862,0.4164013854258842
127,749.8193714513469,0.38170658555691267
128,750.4285609253046,0.36168624327078
129,750.7812495681222,0.3326088898831991
130,751.5915590119512,0.29935867414522305
132,752.4485049705328,0.28212866061949116
131,753.3117289214849,0.2655558219819101
133,754.7676999854243,0.23657569516486837
134,756.6265088931415,0.2095037796834247
135,758.4833995254121,0.18715398489316792
136,759.8549664697027,0.17360886383607663
137,761.6255347068779,0.15906898860432267
138,763.2215398784164,0.1458242791461416
139,767.2614279688728,0.13747649609303308
140,771.7950801592738,0.1426319543234628
141,774.4434512407952,0.1521638876995086
142,776.2888322203862,0.1657899999662259
143,778.3711202176277,0.18147648292453822
144,780.086469525877,0.1961473575151893
145,781.4459239309194,0.2113352069406937
146,783.4209803306981,0.2310709907253275
147,785.2164861486788,0.2526983192180166
148,787.1242110802831,0.2760935112841951
149,788.3586213301447,0.30040761704857366
150,790.378565375373,0.33020918026083707
